No.,Time,Source,Destination,Protocol,Length,MSS,WIN,TTL,URG,ACK,PSH,RST,SYN,FIN,SQ,SQR,Who,At,Info,Src Port,Dest Port,AttackType
617,4.442994447,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7baa No such name PTR 239.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
618,4.442994477,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bab No such name PTR 240.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
619,4.442994517,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bac No such name PTR 241.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
620,4.443006079,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c50 PTR 149.61.168.192.in-addr.arpa,59588,53,hostscan
621,4.443006109,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c51 PTR 150.61.168.192.in-addr.arpa,59588,53,hostscan
622,4.443095206,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c52 PTR 151.61.168.192.in-addr.arpa,59588,53,hostscan
623,4.443095286,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c53 PTR 152.61.168.192.in-addr.arpa,59588,53,hostscan
624,4.443153131,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c54 PTR 153.61.168.192.in-addr.arpa,59588,53,hostscan
625,4.443153241,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c55 PTR 154.61.168.192.in-addr.arpa,59588,53,hostscan
626,4.443213499,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c56 PTR 155.61.168.192.in-addr.arpa,59588,53,hostscan
627,4.443213609,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c57 PTR 156.61.168.192.in-addr.arpa,59588,53,hostscan
628,4.443686049,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bad No such name PTR 242.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
629,4.443686149,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bae No such name PTR 243.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
630,4.443686179,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7baf No such name PTR 244.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
631,4.443823323,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c58 PTR 157.61.168.192.in-addr.arpa,59588,53,hostscan
632,4.443823423,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c59 PTR 158.61.168.192.in-addr.arpa,59588,53,hostscan
633,4.445369695,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5a PTR 159.61.168.192.in-addr.arpa,59588,53,hostscan
634,4.44556539,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb0 No such name PTR 245.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
635,4.445736892,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb1 No such name PTR 246.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
636,4.445736972,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb2 No such name PTR 247.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
637,4.445737003,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb3 No such name PTR 248.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
638,4.445737033,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb4 No such name PTR 249.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
639,4.44586353,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5b PTR 160.61.168.192.in-addr.arpa,59588,53,hostscan
640,4.4458636,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5c PTR 161.61.168.192.in-addr.arpa,59588,53,hostscan
641,4.44592744,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5d PTR 162.61.168.192.in-addr.arpa,59588,53,hostscan
642,4.44592747,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5e PTR 163.61.168.192.in-addr.arpa,59588,53,hostscan
643,4.446585631,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb6 No such name PTR 251.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
644,4.446688303,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c5f PTR 164.61.168.192.in-addr.arpa,59588,53,hostscan
645,4.446688373,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c60 PTR 165.61.168.192.in-addr.arpa,59588,53,hostscan
646,4.44759064,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb5 No such name PTR 250.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
647,4.447866664,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb7 No such name PTR 252.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
648,4.447866765,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb8 No such name PTR 253.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
649,4.447866795,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bbb No such name PTR 0.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
650,4.447935708,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bb9 No such name PTR 254.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
651,4.447935818,192.168.60.2,192.168.60.133,DNS,164,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bba No such name PTR 255.60.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
652,4.44799224,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c61 PTR 166.61.168.192.in-addr.arpa,59588,53,hostscan
653,4.44799233,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c62 PTR 167.61.168.192.in-addr.arpa,59588,53,hostscan
654,4.448043085,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c63 PTR 168.61.168.192.in-addr.arpa,59588,53,hostscan
655,4.448043135,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c64 PTR 169.61.168.192.in-addr.arpa,59588,53,hostscan
656,4.448105817,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c65 PTR 170.61.168.192.in-addr.arpa,59588,53,hostscan
657,4.448105898,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c66 PTR 171.61.168.192.in-addr.arpa,59588,53,hostscan
658,4.448380048,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bbc No such name PTR 1.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
659,4.449881094,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c67 PTR 172.61.168.192.in-addr.arpa,59588,53,hostscan
660,4.450074732,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bbd No such name PTR 2.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
661,4.450826141,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bbe No such name PTR 3.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
662,4.450826221,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bbf No such name PTR 4.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
663,4.450826251,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc1 No such name PTR 6.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
664,4.450826281,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc0 No such name PTR 5.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
665,4.450936438,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c68 PTR 173.61.168.192.in-addr.arpa,59588,53,hostscan
666,4.450936548,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc2 No such name PTR 7.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
667,4.450936578,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c69 PTR 174.61.168.192.in-addr.arpa,59588,53,hostscan
668,4.450936608,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc3 No such name PTR 8.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
669,4.451000788,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6a PTR 175.61.168.192.in-addr.arpa,59588,53,hostscan
670,4.451000848,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6b PTR 176.61.168.192.in-addr.arpa,59588,53,hostscan
671,4.451061151,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6c PTR 177.61.168.192.in-addr.arpa,59588,53,hostscan
672,4.451061241,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6d PTR 178.61.168.192.in-addr.arpa,59588,53,hostscan
673,4.452372402,192.168.60.2,192.168.60.133,DNS,162,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc4 No such name PTR 9.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
674,4.452372522,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc5 No such name PTR 10.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
675,4.452460633,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6e PTR 179.61.168.192.in-addr.arpa,59588,53,hostscan
676,4.452460724,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c6f PTR 180.61.168.192.in-addr.arpa,59588,53,hostscan
677,4.452599057,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc6 No such name PTR 11.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
678,4.452599137,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc7 No such name PTR 12.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
679,4.452599157,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc8 No such name PTR 13.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
680,4.452694557,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c70 PTR 181.61.168.192.in-addr.arpa,59588,53,hostscan
681,4.452694647,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c71 PTR 182.61.168.192.in-addr.arpa,59588,53,hostscan
682,4.452758726,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c72 PTR 183.61.168.192.in-addr.arpa,59588,53,hostscan
683,4.452758837,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c73 PTR 184.61.168.192.in-addr.arpa,59588,53,hostscan
684,4.453179736,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bc9 No such name PTR 14.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
685,4.453179847,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bca No such name PTR 15.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
686,4.453298809,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c74 PTR 185.61.168.192.in-addr.arpa,59588,53,hostscan
687,4.4532989,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c75 PTR 186.61.168.192.in-addr.arpa,59588,53,hostscan
688,4.453936526,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bcb No such name PTR 16.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
689,4.453936606,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bcc No such name PTR 17.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
690,4.454059523,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c76 PTR 187.61.168.192.in-addr.arpa,59588,53,hostscan
691,4.454059603,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c77 PTR 188.61.168.192.in-addr.arpa,59588,53,hostscan
692,4.455357393,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bce No such name PTR 19.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
693,4.455357493,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bcd No such name PTR 18.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
694,4.455497004,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c78 PTR 189.61.168.192.in-addr.arpa,59588,53,hostscan
695,4.455497124,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c79 PTR 190.61.168.192.in-addr.arpa,59588,53,hostscan
696,4.455652345,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd0 No such name PTR 21.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
697,4.455652445,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bcf No such name PTR 20.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
698,4.455652465,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd2 No such name PTR 23.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
699,4.455652495,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd1 No such name PTR 22.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
700,4.455782089,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7a PTR 191.61.168.192.in-addr.arpa,59588,53,hostscan
701,4.455782179,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7b PTR 192.61.168.192.in-addr.arpa,59588,53,hostscan
702,4.45584155,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7c PTR 193.61.168.192.in-addr.arpa,59588,53,hostscan
703,4.455841651,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7d PTR 194.61.168.192.in-addr.arpa,59588,53,hostscan
704,4.458048577,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd3 No such name PTR 24.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
705,4.458832011,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd5 No such name PTR 26.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
706,4.458832111,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd4 No such name PTR 25.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
707,4.458832141,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd6 No such name PTR 27.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
708,4.458832171,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd7 No such name PTR 28.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
709,4.458939963,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7e PTR 195.61.168.192.in-addr.arpa,59588,53,hostscan
710,4.458940034,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c7f PTR 196.61.168.192.in-addr.arpa,59588,53,hostscan
711,4.458940064,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd8 No such name PTR 29.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
712,4.458940104,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bd9 No such name PTR 30.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
713,4.458940164,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bdb No such name PTR 32.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
714,4.458954992,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bda No such name PTR 31.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
715,4.459008712,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c80 PTR 197.61.168.192.in-addr.arpa,59588,53,hostscan
716,4.459008783,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c81 PTR 198.61.168.192.in-addr.arpa,59588,53,hostscan
717,4.459080458,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c82 PTR 199.61.168.192.in-addr.arpa,59588,53,hostscan
718,4.459080589,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c83 PTR 200.61.168.192.in-addr.arpa,59588,53,hostscan
719,4.459142964,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c84 PTR 201.61.168.192.in-addr.arpa,59588,53,hostscan
720,4.459143095,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c85 PTR 202.61.168.192.in-addr.arpa,59588,53,hostscan
721,4.459256708,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bdc No such name PTR 33.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
722,4.459363224,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c86 PTR 203.61.168.192.in-addr.arpa,59588,53,hostscan
723,4.459363354,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c87 PTR 204.61.168.192.in-addr.arpa,59588,53,hostscan
724,4.459692856,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bdd No such name PTR 34.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
725,4.459692946,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bde No such name PTR 35.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
726,4.459807021,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c88 PTR 205.61.168.192.in-addr.arpa,59588,53,hostscan
727,4.459807112,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c89 PTR 206.61.168.192.in-addr.arpa,59588,53,hostscan
728,4.460197539,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bdf No such name PTR 36.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
729,4.460934659,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be0 No such name PTR 37.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
730,4.461018523,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8a PTR 207.61.168.192.in-addr.arpa,59588,53,hostscan
731,4.461018603,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8b PTR 208.61.168.192.in-addr.arpa,59588,53,hostscan
732,4.463618822,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be2 No such name PTR 39.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
733,4.463618942,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be1 No such name PTR 38.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
734,4.463618982,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be3 No such name PTR 40.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
735,4.463779918,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8c PTR 209.61.168.192.in-addr.arpa,59588,53,hostscan
736,4.463780038,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8d PTR 210.61.168.192.in-addr.arpa,59588,53,hostscan
737,4.464006509,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be4 No such name PTR 41.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
738,4.464006649,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be5 No such name PTR 42.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
739,4.464006679,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be6 No such name PTR 43.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
740,4.464006719,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be7 No such name PTR 44.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
741,4.46411917,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8e PTR 211.61.168.192.in-addr.arpa,59588,53,hostscan
742,4.46411927,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c8f PTR 212.61.168.192.in-addr.arpa,59588,53,hostscan
743,4.464195533,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c90 PTR 213.61.168.192.in-addr.arpa,59588,53,hostscan
744,4.464195643,192.168.60.133,192.168.60.2,DNS,87,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x7c91 PTR 214.61.168.192.in-addr.arpa,59588,53,hostscan
745,4.464573323,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be8 No such name PTR 45.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
746,4.464573423,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7be9 No such name PTR 46.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
747,4.464573453,192.168.60.2,192.168.60.133,DNS,163,0,0,128,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7bea No such name PTR 47.61.168.192.in-addr.arpa SOA prisoner.iana.org,53,59588,hostscan
